time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-02-12T20:05:15.510Z,38.7344,144.6161,10,4.5,mb,,127,3.131,0.95,us,us2000d13w,2018-05-15T06:29:03.040Z,"243km ESE of Kamaishi, Japan",earthquake,6.1,1.9,0.073,55,reviewed,us,us
2018-02-11T14:49:31.840Z,42.8508,145.6963,45.7,4.5,mb,,183,2.056,0.42,us,us2000d0jf,2018-05-03T22:15:10.040Z,"53km S of Nemuro, Japan",earthquake,4.7,10.6,0.128,18,reviewed,us,us
2018-02-11T07:31:02.470Z,32.3277,140.4019,10,4.8,mb,,97,0.928,0.89,us,us2000d0hg,2018-05-03T22:15:09.040Z,"101km SE of Hachijo-jima, Japan",earthquake,3.1,1.8,0.031,322,reviewed,us,us
2018-02-10T20:03:03.910Z,36.0763,129.2983,5.4,4.7,mww,,22,1.547,0.57,us,us2000d0cy,2018-05-03T22:15:08.040Z,"6km SW of Heung-hai, South Korea",earthquake,3.3,3.8,0.078,16,reviewed,us,us
2018-02-10T16:00:08.470Z,46.6756,155.2455,23.06,4.6,mb,,173,6.631,0.95,us,us2000d0as,2018-05-03T22:15:08.040Z,"East of the Kuril Islands",earthquake,4.4,6.2,0.053,105,reviewed,us,us
2018-02-08T14:34:21.540Z,36.0018,139.2474,73.22,4.5,mb,,83,1.002,0.83,us,us2000cyv6,2018-05-03T22:15:04.040Z,"5km SSW of Ogawa, Japan",earthquake,6.4,8.3,0.061,79,reviewed,us,us
2018-02-08T01:33:52.240Z,42.6717,146.8038,65.04,4.5,mb,,170,2.781,0.56,us,us2000cykb,2018-05-03T22:15:03.040Z,"123km SE of Nemuro, Japan",earthquake,10.8,8.2,0.055,99,reviewed,us,us
2018-02-07T17:33:26.700Z,41.4786,144.1878,10,4.6,mb,,138,0.939,0.95,us,us1000cidt,2018-05-03T22:15:02.040Z,"166km S of Kushiro, Japan",earthquake,7.5,1.9,0.069,62,reviewed,us,us
2018-02-07T05:39:14.590Z,44.1067,148.042,61.59,4.6,mb,,165,3.924,0.77,us,us1000ci3a,2018-05-03T22:15:01.040Z,"111km ENE of Shikotan, Russia",earthquake,10.1,8.7,0.046,145,reviewed,us,us
2018-02-06T03:06:14.890Z,26.8275,129.4155,26.91,4.8,mb,,129,1.021,0.61,us,us1000chas,2018-05-03T22:14:59.040Z,"145km E of Nago, Japan",earthquake,5.9,5.7,0.058,93,reviewed,us,us
2018-02-06T02:34:17.900Z,26.0563,128.4904,12.7,4.6,mb,,78,0.8,0.77,us,us2000d38t,2018-05-03T22:14:59.040Z,"69km ESE of Haebaru, Japan",earthquake,5.7,3.5,0.078,49,reviewed,us,us
2018-02-05T20:56:23.140Z,26.9834,140.1995,477.84,5.4,mww,,39,1.774,0.81,us,us1000cga3,2018-05-03T22:14:58.040Z,"200km W of Chichi-shima, Japan",earthquake,9.2,3.7,0.069,20,reviewed,us,us
2018-02-01T15:37:53.290Z,37.1964,142.0206,23.81,4.5,mb,,129,1.186,1.18,us,us1000cdq5,2018-04-25T01:39:41.040Z,"95km ESE of Namie, Japan",earthquake,6.9,6.1,0.063,74,reviewed,us,us
2018-01-31T01:15:24.890Z,36.3073,141.0725,47.25,4.8,mb,,133,1.575,0.75,us,us2000crkh,2018-04-25T01:39:38.040Z,"42km E of Oarai, Japan",earthquake,7.4,7.4,0.067,68,reviewed,us,us
2018-01-30T20:11:48.110Z,42.0079,142.5396,60.2,4.7,mww,,100,0.46,0.97,us,us2000crgs,2018-04-25T01:39:38.040Z,"38km SSE of Shizunai, Japan",earthquake,5.7,4.9,0.089,12,reviewed,us,us
2018-01-30T03:50:54.370Z,44.4515,149.2646,59.71,4.8,mb,,140,4.801,0.51,us,us2000cr6m,2018-04-25T01:39:36.040Z,"139km SE of Kuril'sk, Russia",earthquake,7.9,7.4,0.061,82,reviewed,us,us
2018-01-30T03:07:29.450Z,44.5235,149.2329,52.89,4.5,mb,,136,4.781,0.6,us,us2000cr6k,2018-04-25T01:39:36.040Z,"132km SE of Kuril'sk, Russia",earthquake,10.5,8,0.063,74,reviewed,us,us
2018-01-29T03:59:59.080Z,41.022,142.3731,50.32,4.8,mb,,134,1.018,0.88,us,us2000cqua,2018-04-25T01:39:34.040Z,"93km NE of Hachinohe, Japan",earthquake,4.1,7.1,0.059,87,reviewed,us,us
2018-01-27T19:43:30.670Z,40.1907,142.319,51.7,4.8,mww,,133,1.128,0.6,us,us2000cqfs,2018-04-20T07:05:31.040Z,"69km NNE of Miyako, Japan",earthquake,6.8,5.6,0.117,7,reviewed,us,us
2018-01-25T13:22:52.510Z,48.1734,154.6236,35.15,4.5,mb,,171,5.313,1.05,us,us1000chkb,2018-04-20T07:05:22.040Z,"299km SSW of Severo-Kuril'sk, Russia",earthquake,10.9,10.9,0.109,25,reviewed,us,us
2018-01-24T10:51:19.090Z,41.1034,142.4323,31,6.3,mww,,51,1.061,0.88,us,us2000cnnl,2018-09-05T18:27:53.129Z,"101km ENE of Misawa, Japan",earthquake,6.3,1.8,0.06,27,reviewed,us,us
2018-01-24T05:50:14.200Z,23.6562,142.0818,87.09,4.5,mb,,161,3.426,0.65,us,us1000ceid,2018-04-20T07:05:15.040Z,"146km SSE of Iwo Jima, Japan",earthquake,15.7,6.2,0.115,22,reviewed,us,us
2018-01-24T03:14:42.380Z,26.4351,140.7927,487.91,4.7,mb,,37,1.407,0.94,us,us2000cnj8,2018-04-20T07:05:14.040Z,"158km WSW of Chichi-shima, Japan",earthquake,9.6,6.3,0.028,398,reviewed,us,us
2018-01-23T17:32:05.640Z,36.4138,140.9276,23.91,4.5,mb,,154,1.456,1.34,us,us2000cnh0,2018-04-20T07:05:11.040Z,"31km ENE of Oarai, Japan",earthquake,5.3,5.7,0.14,15,reviewed,us,us
2018-01-20T05:51:32.790Z,44.5925,149.2,45.22,5,mb,,136,4.761,0.61,us,us2000clqr,2018-04-10T01:11:48.040Z,"126km SE of Kuril'sk, Russia",earthquake,9.4,7.4,0.057,98,reviewed,us,us
2018-01-19T12:00:01.620Z,43.654,146.3326,92.86,4.9,mb,,104,2.743,0.79,us,us2000cl4d,2018-04-10T01:11:47.040Z,"35km WSW of Shikotan, Russia",earthquake,7.4,6.5,0.038,219,reviewed,us,us
2018-01-18T01:51:01.020Z,27.4612,141.8255,50.71,5,mb,,51,0.484,0.89,us,us2000ckm2,2018-04-10T01:11:44.040Z,"57km NW of Chichi-shima, Japan",earthquake,8,2.5,0.047,148,reviewed,us,us
2018-01-15T20:41:39.270Z,30.5516,132.0594,19.68,4.5,mww,,133,2.756,0.78,us,us2000cjrx,2018-04-10T01:11:41.040Z,"103km E of Nishinoomote, Japan",earthquake,6.9,4.4,0.117,7,reviewed,us,us
2018-01-15T09:05:58.720Z,46.5637,129.6468,10,4.5,mb,,99,1.946,0.52,us,us2000cjmz,2018-04-10T01:11:40.040Z,"28km NNE of Yilan, China",earthquake,9.2,1.9,0.088,38,reviewed,us,us
2018-01-14T09:07:32.210Z,41.8465,143.2019,46.22,4.9,mb,,132,0.171,0.99,us,us2000cjfs,2018-04-03T01:40:30.040Z,"87km SE of Shizunai, Japan",earthquake,7.2,7,0.061,85,reviewed,us,us
2018-01-14T02:45:21.230Z,26.6489,130.3505,10,4.5,mb,,106,1.138,0.79,us,us2000cpw6,2018-04-03T01:40:30.040Z,"208km SSE of Naze, Japan",earthquake,5.8,1.9,0.156,12,reviewed,us,us
2018-01-13T04:13:10.580Z,30.7198,131.9416,10,4.6,mb,,135,2.563,1.01,us,us2000cpuw,2018-04-03T01:40:29.040Z,"90km E of Nishinoomote, Japan",earthquake,5.8,1.8,0.114,23,reviewed,us,us
2018-01-12T12:56:30.910Z,27.7807,142.9868,10,4.6,mb,,52,0.987,0.48,us,us2000ciup,2018-04-03T01:40:28.040Z,"108km NE of Chichi-shima, Japan",earthquake,6.3,1.3,0.058,90,reviewed,us,us
2018-01-12T09:51:05.670Z,30.6844,131.8873,10,4.9,mb,,68,2.58,0.8,us,us2000cit8,2018-04-03T01:40:28.040Z,"85km E of Nishinoomote, Japan",earthquake,4.7,1.9,0.052,116,reviewed,us,us
2018-01-12T09:19:23.620Z,27.7481,142.8973,10,4.5,mb,,161,0.907,0.59,us,us2000cprj,2018-04-03T01:40:27.040Z,"99km NE of Chichi-shima, Japan",earthquake,10.2,2,0.156,12,reviewed,us,us
2018-01-11T00:43:40.040Z,23.7157,126.7353,10,5.1,mb,,80,3.404,0.66,us,us2000ci0w,2018-04-03T01:40:25.040Z,"190km SE of Hirara, Japan",earthquake,7.3,1.8,0.05,131,reviewed,us,us
2018-01-10T11:03:28.860Z,42.5328,142.3851,115.19,4.7,mb,,79,0.772,0.71,us,us1000c33d,2018-04-03T01:40:24.040Z,"22km N of Shizunai, Japan",earthquake,5.3,6.6,0.052,112,reviewed,us,us
2018-01-10T06:23:27.710Z,30.7376,132.0337,32.1,4.9,mb,,135,2.575,1.19,us,us2000cnve,2018-04-03T01:40:24.040Z,"98km E of Nishinoomote, Japan",earthquake,7.3,6.2,0.057,98,reviewed,us,us
2018-01-09T22:30:19.090Z,35.3367,141.199,18.93,5.4,mb,,37,2.495,0.78,us,us1000c2w5,2018-04-03T01:40:24.040Z,"55km SE of Hasaki, Japan",earthquake,5.4,2.3,0.036,256,reviewed,us,us
2018-01-09T22:20:51.760Z,35.4154,141.195,34.54,5,mb,,133,2.47,0.64,us,us1000c2vw,2018-04-03T01:40:24.040Z,"48km SE of Hasaki, Japan",earthquake,5.8,3.6,0.066,73,reviewed,us,us
2018-01-09T17:51:51.890Z,29.5782,140.0974,31.46,4.5,mb,,109,3.082,0.47,us,us2000cn7q,2018-04-03T01:40:24.040Z,"Izu Islands, Japan region",earthquake,8.9,2.9,0.108,27,reviewed,us,us
2018-01-09T17:50:34.000Z,29.5822,140.4155,47.1,4.7,mb,,96,2.927,1.07,us,us1000c2pv,2018-04-03T01:40:24.040Z,"Izu Islands, Japan region",earthquake,3.8,6.5,0.084,43,reviewed,us,us
2018-01-08T20:52:08.090Z,33.7236,132.1526,58.94,4.6,mb,,84,1.222,0.98,us,us1000c26y,2018-04-03T01:40:23.040Z,"27km S of Yanai, Japan",earthquake,6.1,6.8,0.073,56,reviewed,us,us
2018-01-06T19:52:30.930Z,46.547,154.2383,10,4.6,mb,,192,6.938,1.08,us,us1000c1ii,2018-03-23T23:16:53.040Z,"East of the Kuril Islands",earthquake,9.8,1.9,0.09,37,reviewed,us,us
2018-01-06T13:45:29.250Z,40.7851,142.5355,50.07,4.6,mb,,115,1.116,0.97,us,us1000c1ep,2018-03-23T23:16:52.040Z,"93km ENE of Hachinohe, Japan",earthquake,8.2,7.4,0.069,63,reviewed,us,us
2018-01-06T10:36:01.770Z,28.9538,142.3725,10,4.7,mb,,141,1.858,0.51,us,us1000c1eh,2018-03-23T23:16:52.040Z,"207km N of Chichi-shima, Japan",earthquake,5.6,1.9,0.066,69,reviewed,us,us
2018-01-05T20:47:59.310Z,34.8211,139.2303,14.67,4.7,mb,,66,0.874,0.87,us,us1000c18s,2018-03-23T23:16:52.040Z,"21km SE of Ito, Japan",earthquake,4,1.6,0.059,86,reviewed,us,us
2018-01-05T19:37:58.280Z,34.846,139.2678,12.24,4.5,mb,,128,0.908,0.72,us,us1000c1ag,2018-03-23T23:16:52.040Z,"21km SE of Ito, Japan",earthquake,3.6,4.3,0.099,34,reviewed,us,us
2018-01-05T15:54:14.400Z,35.582,140.0131,73.41,4.8,mwr,,39,1.75,1.14,us,us1000c14l,2018-03-23T23:16:51.040Z,"9km NW of Ichihara, Japan",earthquake,2.5,4.7,0.08,15,reviewed,us,us
2018-01-05T03:53:31.410Z,29.6055,140.5766,10,4.6,mb,,97,2.874,0.67,us,us1000c107,2018-03-23T23:16:51.040Z,"Izu Islands, Japan region",earthquake,4.6,1.9,0.058,88,reviewed,us,us
2018-01-04T14:21:07.520Z,29.6604,140.2602,10,4.6,mb,,94,3.066,0.93,us,us1000c0nq,2018-03-23T23:16:50.040Z,"Izu Islands, Japan region",earthquake,9.7,1.9,0.088,39,reviewed,us,us
2018-01-04T14:19:10.460Z,29.5673,140.5203,17.29,4.6,mb,,100,2.866,1.01,us,us1000c0nl,2018-03-23T23:16:50.040Z,"Izu Islands, Japan region",earthquake,8.2,5.6,0.084,42,reviewed,us,us
2018-01-03T21:32:49.470Z,29.6113,140.5166,10,5.1,mb,,94,2.905,0.8,us,us1000bzi4,2018-03-23T23:16:49.040Z,"Izu Islands, Japan region",earthquake,7,1.8,0.066,74,reviewed,us,us
2018-01-03T21:30:21.940Z,29.6374,140.5205,9.46,5.5,mww,,18,2.926,1.05,us,us1000bzhb,2018-03-23T23:16:49.040Z,"Izu Islands, Japan region",earthquake,6.7,3.1,0.052,36,reviewed,us,us
2018-01-03T12:24:20.020Z,29.5489,140.3036,10,4.6,mb,,146,2.953,0.67,us,us2000ckea,2018-03-23T23:16:49.040Z,"Izu Islands, Japan region",earthquake,13.5,1.9,0.107,26,reviewed,us,us
2018-01-03T12:23:34.890Z,29.6058,140.4409,10,4.7,mb,,99,2.935,1.14,us,us2000ckdv,2018-03-23T23:16:49.040Z,"Izu Islands, Japan region",earthquake,8.2,1.9,0.12,21,reviewed,us,us
2018-01-02T23:17:27.410Z,29.5079,140.5556,10,4.5,mb,,97,2.799,0.63,us,us1000bz6f,2018-03-23T23:16:48.040Z,"Izu Islands, Japan region",earthquake,10.5,1.9,0.07,60,reviewed,us,us
2018-01-02T12:49:55.840Z,44.0175,147.9473,69.86,4.7,mb,,138,3.86,0.78,us,us1000bz06,2018-03-23T23:16:48.040Z,"101km ENE of Shikotan, Russia",earthquake,9.3,8.3,0.047,137,reviewed,us,us
2018-01-02T10:48:39.800Z,35.5756,140.0338,42.22,4.5,mb,,78,1.761,1.21,us,us1000byzd,2018-03-23T23:16:48.040Z,"7km NW of Ichihara, Japan",earthquake,6.2,7.6,0.063,73,reviewed,us,us
2017-12-31T19:42:41.250Z,35.8275,140.9963,46.84,4.6,mb,,138,2.044,1.09,us,us1000byl4,2018-03-17T01:54:40.040Z,"18km NE of Hasaki, Japan",earthquake,6.7,7.2,0.091,36,reviewed,us,us
2017-12-31T12:24:13.150Z,24.1189,125.0351,59.37,4.6,mb,,95,1.878,1.38,us,us1000byhz,2018-03-17T01:54:40.040Z,"79km SSW of Hirara, Japan",earthquake,9.1,7.2,0.065,70,reviewed,us,us
2017-12-31T03:48:57.420Z,29.6759,129.3045,162.8,5,mww,,89,2.972,0.77,us,us1000byey,2018-03-17T01:54:40.040Z,"146km N of Naze, Japan",earthquake,7.6,4.2,0.065,23,reviewed,us,us
2017-12-30T14:34:41.930Z,43.1775,145.1986,104.07,4.5,mb,,145,1.903,0.73,us,us1000by65,2018-03-17T01:54:39.040Z,"34km WSW of Nemuro, Japan",earthquake,5.5,8.3,0.056,93,reviewed,us,us
2017-12-29T05:07:04.420Z,44.8271,147.4676,132.91,4.5,mb,,168,3.56,0.46,us,us2000cixx,2018-03-17T01:54:38.040Z,"55km SW of Kuril'sk, Russia",earthquake,11,7.6,0.094,33,reviewed,us,us
2017-12-28T21:14:52.990Z,41.652,143.7744,30.13,4.9,mww,,69,0.586,0.76,us,us1000bxat,2018-03-17T01:54:37.040Z,"139km ESE of Shizunai, Japan",earthquake,6.8,4,0.103,9,reviewed,us,us
2017-12-27T13:05:30.480Z,35.4602,140.0077,69.34,4.8,mb,,116,1.688,0.63,us,us1000bwps,2018-03-17T01:54:36.040Z,"9km SW of Ichihara, Japan",earthquake,6.8,7.2,0.086,41,reviewed,us,us
2017-12-27T04:11:27.360Z,46.4547,153.1069,33.95,4.8,mb,,138,7.132,0.5,us,us1000bwkv,2018-03-17T01:54:36.040Z,"Kuril Islands",earthquake,10.5,6.3,0.04,191,reviewed,us,us
2017-12-26T15:50:10.050Z,34.714,141.2781,25.23,4.6,mb,,122,2.006,0.86,us,us1000bwdw,2018-03-17T01:54:35.040Z,"100km ESE of Katsuura, Japan",earthquake,4.9,5.9,0.074,54,reviewed,us,us
2017-12-25T22:23:39.650Z,37.3791,142.1104,35.55,4.5,mb,,134,1.157,0.77,us,us1000bw63,2018-03-17T01:54:34.040Z,"98km E of Namie, Japan",earthquake,7.5,7.7,0.053,104,reviewed,us,us
2017-12-25T12:01:00.060Z,48.4276,154.8144,54.85,4.6,mb,,170,5.03,0.78,us,us1000bvyz,2018-03-17T01:54:34.040Z,"267km SSW of Severo-Kuril'sk, Russia",earthquake,8.9,5.2,0.105,27,reviewed,us,us
2017-12-24T20:06:25.940Z,29.2839,142.3218,36.15,4.5,mb,,164,8.025,0.59,us,us1000c2k2,2018-03-17T01:54:33.040Z,"244km N of Chichi-shima, Japan",earthquake,13.7,10.4,0.116,22,reviewed,us,us
2017-12-24T00:15:46.170Z,50.155,155.8935,113.48,4.9,mb,,134,3.164,0.62,us,us1000bvhm,2018-03-17T01:54:33.040Z,"60km SSW of Severo-Kuril'sk, Russia",earthquake,10,6.7,0.051,120,reviewed,us,us
2017-12-23T06:06:08.640Z,29.3025,142.6473,10,4.9,mb,,101,2.236,0.96,us,us1000bv98,2018-03-14T00:58:27.040Z,"249km N of Chichi-shima, Japan",earthquake,8.5,1.8,0.059,91,reviewed,us,us
2017-12-22T23:10:56.430Z,29.3187,142.5704,10.55,5,mww,,42,2.24,0.66,us,us1000bv7f,2018-03-14T00:58:26.040Z,"250km N of Chichi-shima, Japan",earthquake,7.2,3.5,0.062,25,reviewed,us,us
2017-12-22T00:35:36.560Z,36.1355,140.0164,80.31,4.7,mb,,68,1.519,0.43,us,us1000buv5,2018-03-14T00:58:26.040Z,"4km ENE of Ishige, Japan",earthquake,6.7,7.1,0.089,38,reviewed,us,us
2017-12-21T21:44:28.170Z,29.2066,142.5818,10,4.6,mb,,154,2.132,0.69,us,us1000c135,2018-03-14T00:58:26.040Z,"238km N of Chichi-shima, Japan",earthquake,4.2,1.9,0.081,45,reviewed,us,us
2017-12-21T21:05:15.380Z,24.5159,125.1769,35,4.5,mwr,,88,1.973,1.31,us,us1000burz,2018-03-14T00:58:26.040Z,"33km SSW of Hirara, Japan",earthquake,7.9,1.9,0.068,21,reviewed,us,us
2017-12-21T03:40:55.480Z,30.6761,132.0082,21.27,5.1,mb,,78,2.624,0.63,us,us1000bu5c,2018-03-14T00:58:25.040Z,"96km E of Nishinoomote, Japan",earthquake,6.9,4.3,0.036,256,reviewed,us,us
2017-12-21T03:00:18.550Z,29.2899,142.6475,10,5.8,mww,,26,2.223,0.62,us,us1000bu46,2018-03-14T00:58:25.040Z,"248km N of Chichi-shima, Japan",earthquake,7.6,1.7,0.052,36,reviewed,us,us
2017-12-21T01:56:53.290Z,29.293,142.5379,7.8,5.2,mww,,38,2.211,0.62,us,us1000bu37,2018-03-14T00:58:25.040Z,"246km N of Chichi-shima, Japan",earthquake,7.7,3.6,0.06,27,reviewed,us,us
2017-12-21T00:42:35.120Z,29.2551,142.5408,10,4.9,mb,,117,2.174,0.51,us,us1000bu2l,2018-03-14T00:58:24.040Z,"242km N of Chichi-shima, Japan",earthquake,8.4,1.9,0.057,96,reviewed,us,us
2017-12-21T00:40:12.580Z,29.2293,142.506,10,5,mb,,98,2.144,0.49,us,us1000bu2f,2018-03-14T00:58:24.040Z,"239km N of Chichi-shima, Japan",earthquake,5.6,1.8,0.056,102,reviewed,us,us
2017-12-20T20:26:55.640Z,30.6968,132.0784,10,4.6,mb,,130,2.627,0.89,us,us1000c0py,2018-03-14T00:58:24.040Z,"103km E of Nishinoomote, Japan",earthquake,3.8,1.9,0.098,31,reviewed,us,us
2017-12-20T18:33:15.980Z,30.6596,131.8559,10,4.5,mb,,119,2.595,1.12,us,us1000c0pu,2018-03-14T00:58:24.040Z,"82km E of Nishinoomote, Japan",earthquake,7.8,1.9,0.097,31,reviewed,us,us
2017-12-20T15:39:53.520Z,30.6668,131.8929,10,5,mb,,76,2.598,0.43,us,us1000btpv,2018-03-14T00:58:24.040Z,"85km E of Nishinoomote, Japan",earthquake,6.8,1.9,0.046,153,reviewed,us,us
2017-12-20T14:47:15.680Z,30.6249,131.9807,10,4.6,mb,,103,2.663,0.55,us,us1000c0px,2018-03-14T00:58:24.040Z,"94km E of Nishinoomote, Japan",earthquake,7.8,1.7,0.125,19,reviewed,us,us
2017-12-20T14:45:00.260Z,30.7454,131.9295,14.77,5,mb,,102,2.535,0.69,us,us1000btp6,2018-03-14T00:58:24.040Z,"89km E of Nishinoomote, Japan",earthquake,1.9,4.6,0.065,76,reviewed,us,us
2017-12-20T13:44:23.390Z,30.7785,131.8154,10,4.9,mb,,133,2.471,0.67,us,us1000c0pi,2018-03-14T00:58:24.040Z,"78km E of Nishinoomote, Japan",earthquake,8.4,1.9,0.085,43,reviewed,us,us
2017-12-20T13:40:54.570Z,30.6154,132.0779,10,5.5,mww,,42,2.702,0.7,us,us1000btna,2018-03-14T00:58:24.040Z,"104km E of Nishinoomote, Japan",earthquake,6.4,1.8,0.044,49,reviewed,us,us
2017-12-19T19:49:25.270Z,40.9677,141.9191,60.83,4.6,mb,,141,0.671,0.69,us,us1000bta9,2018-03-14T00:58:23.040Z,"56km NE of Misawa, Japan",earthquake,5.6,6,0.051,118,reviewed,us,us
2017-12-19T17:52:36.650Z,33.468,141.2615,34.32,4.9,mb,,114,1.262,1.26,us,us1000bt70,2018-03-14T00:58:23.040Z,"142km ENE of Hachijo-jima, Japan",earthquake,5.6,5.1,0.042,181,reviewed,us,us
2017-12-19T09:11:58.870Z,24.5686,127.512,10,4.8,mb,,87,2.359,1.3,us,us1000bsz8,2018-03-14T00:58:22.040Z,"173km S of Itoman, Japan",earthquake,7,1.9,0.068,66,reviewed,us,us
2017-12-19T04:02:37.960Z,30.5819,131.8997,10,4.8,mb,,137,7.607,0.81,us,us1000bzc9,2018-03-14T00:58:22.040Z,"87km E of Nishinoomote, Japan",earthquake,11.3,1.9,0.1,31,reviewed,us,us
2017-12-19T02:33:52.520Z,30.6665,131.9971,10,4.8,mb,,106,2.629,0.51,us,us1000bsxf,2018-03-14T00:58:22.040Z,"95km E of Nishinoomote, Japan",earthquake,5.8,1.7,0.059,88,reviewed,us,us
2017-12-19T01:40:49.940Z,30.7266,132.0691,10,4.7,mb,,81,2.597,0.73,us,us1000bswq,2018-03-14T00:58:22.040Z,"102km E of Nishinoomote, Japan",earthquake,7.4,1.9,0.06,84,reviewed,us,us
2017-12-18T23:28:29.240Z,30.7011,132.044,15.36,5.2,mb,,47,2.612,0.56,us,us1000bsus,2018-03-14T00:58:22.040Z,"100km E of Nishinoomote, Japan",earthquake,6.5,3.5,0.029,379,reviewed,us,us
2017-12-18T23:23:53.250Z,30.9704,132.0208,10,4.9,mb,,85,2.357,0.84,us,us1000bsuu,2018-03-14T00:58:22.040Z,"92km SE of Kushima, Japan",earthquake,9,1.9,0.042,175,reviewed,us,us
2017-12-18T21:54:33.460Z,38.167,141.7368,49.75,4.8,mwr,,124,0.805,0.78,us,us1000bssy,2018-03-14T00:58:22.040Z,"47km SE of Ishinomaki, Japan",earthquake,7.5,1.6,0.078,16,reviewed,us,us
2017-12-17T21:09:55.470Z,38.8438,142.0708,48.64,4.5,mb,,135,1.4,0.98,us,us2000c5ge,2018-03-14T00:58:21.040Z,"39km SE of Ofunato, Japan",earthquake,8.1,7.4,0.099,30,reviewed,us,us
2017-12-17T05:20:38.140Z,45.3782,151.7008,22.91,4.8,mb,,170,6.407,0.81,us,us2000c5ct,2018-03-14T00:58:20.040Z,"299km E of Kuril'sk, Russia",earthquake,9.2,5,0.056,97,reviewed,us,us
2017-12-16T17:28:30.150Z,28.0226,139.1981,508.19,4.7,mb,,42,2.807,0.74,us,us2000c594,2018-03-06T00:49:45.040Z,"Bonin Islands, Japan region",earthquake,9.7,6.3,0.027,426,reviewed,us,us
2017-12-16T01:41:46.160Z,45.4751,151.6593,10.96,4.7,mb,,182,6.35,0.5,us,us2000c55r,2018-03-06T00:49:43.040Z,"297km E of Kuril'sk, Russia",earthquake,12.4,7.1,0.085,42,reviewed,us,us
2017-12-16T00:56:47.010Z,46.0459,151.1259,35,4.9,mb,,133,5.847,1.22,us,us2000c556,2018-03-06T00:49:43.040Z,"268km ENE of Kuril'sk, Russia",earthquake,9.6,2,0.042,178,reviewed,us,us
2017-12-15T17:58:41.900Z,39.6987,141.9361,30.11,5.2,mb,,74,1.277,0.77,us,us2000c4yj,2018-03-06T00:49:43.040Z,"7km NNW of Miyako, Japan",earthquake,5.2,1.3,0.029,392,reviewed,us,us
2017-12-15T08:09:33.080Z,30.2291,130.7391,36.25,4.8,mb,,94,2.889,0.73,us,us2000c4r7,2018-03-06T00:49:42.040Z,"61km SSW of Nishinoomote, Japan",earthquake,7.5,8,0.08,48,reviewed,us,us
2017-12-15T02:42:26.560Z,35.1943,139.9556,94.83,4.6,mb,,89,1.544,0.84,us,us2000c4pc,2018-03-06T00:49:41.040Z,"15km SSE of Kimitsu, Japan",earthquake,5.4,5.9,0.059,84,reviewed,us,us
2017-12-14T10:39:29.830Z,44.0184,149.3747,38.69,4.9,mb,,113,4.888,0.93,us,us2000c4af,2018-03-06T00:49:40.040Z,"179km SE of Kuril'sk, Russia",earthquake,9.4,6.3,0.032,437,reviewed,us,us
2017-12-12T03:47:28.680Z,39.7472,141.6758,71.56,4.5,mb,,130,1.141,0.68,us,us1000bt47,2018-03-06T00:49:37.040Z,"26km WNW of Miyako, Japan",earthquake,7.3,7.1,0.082,43,reviewed,us,us
2017-12-11T16:52:26.730Z,37.1279,141.2672,38,4.6,mb,,144,0.831,0.43,us,us2000c5lb,2018-03-06T00:49:36.040Z,"35km ENE of Iwaki, Japan",earthquake,7.1,9.7,0.091,36,reviewed,us,us
2017-12-11T03:01:01.720Z,31.5484,141.8447,10,4.9,mb,,97,2.323,0.75,us,us2000c2rf,2018-03-06T00:49:35.040Z,"256km SE of Hachijo-jima, Japan",earthquake,4.9,1.9,0.042,178,reviewed,us,us
2017-12-08T19:19:28.930Z,29.2695,142.4754,24.86,4.5,mb,,142,2.18,0.95,us,us2000c4g9,2018-02-28T02:32:33.040Z,"243km N of Chichi-shima, Japan",earthquake,8.1,6.1,0.103,28,reviewed,us,us
2017-12-07T23:16:39.340Z,47.3379,153.1415,68.52,5,mb,,140,6.473,1.3,us,us2000c1wd,2018-02-28T02:32:31.040Z,"Kuril Islands",earthquake,10.9,7.6,0.072,61,reviewed,us,us
2017-12-07T06:38:47.280Z,43.9322,147.7203,52.1,4.8,mb,,134,3.702,0.66,us,us2000c1he,2018-02-28T02:32:30.040Z,"81km E of Shikotan, Russia",earthquake,8.7,7.5,0.046,145,reviewed,us,us
2017-12-06T07:40:14.880Z,39.1645,142.3871,45.31,4.7,mb,,142,1.8,0.63,us,us2000c3v7,2018-02-28T02:32:29.040Z,"44km ESE of Kamaishi, Japan",earthquake,9.6,2.5,0.166,11,reviewed,us,us
2017-12-05T15:22:11.080Z,36.9265,140.6029,12.18,4.8,mb,,125,0.952,1.27,us,us1000bme8,2018-02-28T02:32:26.040Z,"20km NW of Kitaibaraki, Japan",earthquake,6.2,5,0.066,71,reviewed,us,us
2017-12-05T15:13:49.710Z,36.3969,137.9329,2.87,5.1,mww,,91,0.264,1.03,us,us1000bmdw,2018-02-28T02:32:26.040Z,"7km NE of Hotaka, Japan",earthquake,4.9,3.3,0.069,20,reviewed,us,us
2017-12-05T14:15:19.160Z,37.6915,141.9318,35,4.5,mb,,146,0.922,0.66,us,us2000c3h6,2018-02-28T02:32:26.040Z,"85km ENE of Namie, Japan",earthquake,5,2,0.156,12,reviewed,us,us
