No,Zaman (UTC),Ref1,Kaynak Aç?klama 1,Enlem,Boylam,Derinlik,Sabit Derinlik,Kaynak No 2,Kaynak Aç?klama 2,Tip,Büyüklük,Kaynak No 3,Kaynak Aç?klama 3,Yer
11049,2008-04-16 13:46:27,0, ,43.5951,45.8817,10.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
11048,2008-04-15 18:16:33,0, ,34.6138,28.3985,38.00,-,5,ISC,mb,4.3,5,ISC,-
11047,2008-04-15 03:43:11,0, ,42.9207,25.3554,5.80,-,5,ISC,mb,4.1,5,ISC,-
11045,2008-04-11 08:01:39,0, ,37.6839,26.8918,10.00,-,5,ISC,mb,4.2,5,ISC,-
11044,2008-04-10 09:34:48,0, ,41.9700,44.8531,2.00,-,5,ISC,mb,4.0,12,MOS,-
11043,2008-04-08 14:17:34,0, ,42.0170,46.1272,14.70,-,5,ISC,mb,4.5,12,MOS,-
11042,2008-04-07 09:59:48,0, ,42.6830,47.3730,34.00,-,12,MOS,mb,4.0,12,MOS,-
11041,2008-04-06 07:42:27,0, ,43.2216,46.3402,2.00,-,8,EMSC-CSEM,mb,4.4,8,EMSC-CSEM,-
11040,2008-04-04 12:38:35,0, ,43.1916,46.3513,2.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
11039,2008-04-03 19:19:50,0, ,38.4967,45.0562,10.00,-,5,ISC,mb,4.0,14,NEIC,-
11038,2008-04-02 10:14:08,0, ,40.6100,34.7700,10.00,-,6,Kalafat ve Di?.2011,mb,4.3,6,Kalafat ve Di?.2011,-
11037,2008-04-01 10:47:21,0, ,41.9361,46.1414,5.10,-,5,ISC,mb,4.0,12,MOS,-
11036,2008-04-01 00:41:39,0, ,40.3713,34.4832,7.04,-,7,AFAD-DDA,Ml,4.2,7,AFAD-DDA,-
11035,2008-03-31 21:07:18,0, ,43.2074,46.1872,2.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
11034,2008-03-31 20:24:47,0, ,43.1370,46.1757,2.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
11033,2008-03-31 20:17:46,0, ,43.4414,46.3235,10.30,-,5,ISC,mb,4.3,5,ISC,-
11032,2008-03-31 18:38:13,0, ,41.8632,46.1003,2.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
11031,2008-03-29 03:12:31,0, ,40.6335,34.8041,4.00,-,5,ISC,mb,4.2,5,ISC,-
11030,2008-03-28 00:16:19,0, ,34.7315,25.3818,54.00,-,8,EMSC-CSEM,Mw,5.5,10,HRVD-GCMT,-
11028,2008-03-22 06:18:41,0, ,43.2200,46.2200,10.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
11027,2008-03-22 01:35:57,0, ,44.1300,39.0900,12.00,-,12,MOS,mb,4.2,12,MOS,-
11026,2008-03-22 00:47:21,0, ,43.2517,46.1929,10.00,-,8,EMSC-CSEM,mb,4.1,8,EMSC-CSEM,-
11025,2008-03-22 00:13:53,0, ,43.1970,46.3060,12.00,-,8,EMSC-CSEM,mb,4.0,8,EMSC-CSEM,-
11024,2008-03-20 23:02:58,0, ,34.3653,32.1282,17.00,-,5,ISC,mb,5.0,5,ISC,-
11023,2008-03-20 09:32:02,0, ,35.7851,45.1054,10.00,-,5,ISC,mb,4.2,5,ISC,-
11022,2008-03-19 23:01:53,0, ,38.8952,24.1446,12.20,-,5,ISC,Ml,4.8,32,THE,-
11021,2008-03-19 13:00:13,0, ,36.0685,27.4942,15.10,-,5,ISC,mb,4.2,14,NEIC,-
11019,2008-03-17 10:28:34,0, ,38.9252,26.0270,8.50,-,5,ISC,Ml,4.0,7,AFAD-DDA,-
11018,2008-03-15 15:34:19,0, ,39.0409,27.8590,2.50,-,5,ISC,Ml,4.0,32,THE,-
11017,2008-03-15 11:52:14,0, ,39.0476,27.8478,11.80,-,5,ISC,mb,4.2,14,NEIC,-
11016,2008-03-15 10:15:39,0, ,39.5001,33.0455,12.50,-,5,ISC,mb,4.5,5,ISC,-
11015,2008-03-14 09:31:57,0, ,36.8554,26.3856,16.40,-,5,ISC,mb,4.1,5,ISC,-
11014,2008-03-14 05:09:33,0, ,38.8577,44.5706,7.70,-,5,ISC,mb,4.0,5,ISC,-
11013,2008-03-13 06:27:45,0, ,34.9688,26.2147,32.30,-,5,ISC,mb,4.0,5,ISC,-
11012,2008-03-12 18:53:32,0, ,40.6380,28.9981,12.00,-,5,ISC,mb,4.2,5,ISC,-
11011,2008-03-09 21:46:19,0, ,34.9209,24.3430,55.90,-,5,ISC,mb,4.0,5,ISC,-
11010,2008-03-09 07:25:25,0, ,43.1806,46.8998,2.00,-,8,EMSC-CSEM,mb,4.1,8,EMSC-CSEM,-
11009,2008-03-05 16:14:39,0, ,36.0820,27.4350,10.00,-,41,EHB,mb,4.8,5,ISC,-
11008,2008-03-05 16:11:34,0, ,36.0970,27.4530,10.00,-,41,EHB,mb,4.8,5,ISC,-
11007,2008-03-01 07:01:10,0, ,37.8743,26.8129,12.70,-,5,ISC,mb,4.0,5,ISC,-
11006,2008-03-01 00:07:09,0, ,35.1763,26.2037,15.50,-,5,ISC,mb,4.3,5,ISC,-
11005,2008-02-27 09:02:22,0, ,34.9049,23.0018,55.10,-,5,ISC,mb,4.0,5,ISC,-
11004,2008-02-23 19:52:07,0, ,43.9686,46.3153,20.00,-,8,EMSC-CSEM,mb,4.3,8,EMSC-CSEM,-
11003,2008-02-23 05:17:57,0, ,34.9187,23.2294,53.10,-,5,ISC,mb,4.2,5,ISC,-
11002,2008-02-21 11:58:02,0, ,34.5587,26.7066,10.00,-,5,ISC,mb,4.0,5,ISC,-
11001,2008-02-19 03:58:58,0, ,35.9800,31.5700,10.00,-,6,Kalafat ve Di?.2011,Ml,4.1,6,Kalafat ve Di?.2011,-
11000,2008-02-18 14:03:42,0, ,35.0346,23.2483,44.80,-,5,ISC,mb,4.5,5,ISC,-
10999,2008-02-16 07:04:38,0, ,38.4341,45.1916,10.00,*,5,ISC,mb,4.3,5,ISC,-
10995,2008-02-09 07:41:36,0, ,43.4741,45.0326,2.00,-,8,EMSC-CSEM,mb,4.1,8,EMSC-CSEM,-
10994,2008-02-08 11:17:30,0, ,38.6158,26.9899,11.90,-,5,ISC,Ml,4.0,32,THE,-
10993,2008-02-06 20:46:47,0, ,34.4045,25.3848,41.10,-,5,ISC,mb,4.0,5,ISC,-
10992,2008-02-05 10:29:44,0, ,34.5520,24.1492,15.90,-,5,ISC,mb,4.4,5,ISC,-
10991,2008-02-04 06:43:54,0, ,42.8680,46.7490,19.00,-,12,MOS,mb,4.0,12,MOS,-
10990,2008-02-04 06:40:19,0, ,44.2430,42.4640,11.00,-,12,MOS,mb,4.2,12,MOS,-
10989,2008-02-02 18:19:19,0, ,43.1230,47.1830,9.00,-,8,EMSC-CSEM,mb,4.4,8,EMSC-CSEM,-
10988,2008-02-01 11:59:06,0, ,36.4968,27.1367,23.70,-,5,ISC,mb,4.2,5,ISC,-
10987,2008-02-01 09:11:03,0, ,39.4480,33.0653,16.80,-,7,AFAD-DDA,Ml,4.4,7,AFAD-DDA,-
10986,2008-01-31 00:01:23,0, ,40.2160,33.2250,17.50,-,41,EHB,Mw,4.9,10,HRVD-GCMT,-
10985,2008-01-30 10:15:53,0, ,43.0863,45.9123,31.50,-,5,ISC,mb,4.1,12,MOS,-
10984,2008-01-29 15:16:52,0, ,37.6035,23.4370,13.40,-,5,ISC,mb,4.3,5,ISC,-
10983,2008-01-25 10:10:30,0, ,42.4317,26.1419,10.00,*,5,ISC,Ml,4.1,32,THE,-
10982,2008-01-25 02:08:32,0, ,36.2911,40.9081,2.00,-,8,EMSC-CSEM,mb,4.3,8,EMSC-CSEM,-
10981,2008-01-24 02:22:03,0, ,36.4202,26.9484,126.20,-,5,ISC,mb,4.2,5,ISC,-
10980,2008-01-22 16:31:55,0, ,39.5400,38.6100,5.00,-,6,Kalafat ve Di?.2011,Ml,4.0,6,Kalafat ve Di?.2011,-
10979,2008-01-22 12:55:43,0, ,39.5500,25.9800,7.00,-,5,ISC,Ml,4.0,6,Kalafat ve Di?.2011,-
10978,2008-01-19 23:11:49,0, ,35.1190,26.4219,68.20,-,5,ISC,mb,4.1,5,ISC,-
10977,2008-01-19 12:46:22,0, ,43.4505,45.9012,10.00,-,8,EMSC-CSEM,mb,4.0,8,EMSC-CSEM,-
10976,2008-01-18 04:21:15,0, ,35.7740,27.5467,21.90,-,5,ISC,mb,4.1,14,NEIC,-
10975,2008-01-17 08:39:13,0, ,36.3909,29.1038,49.10,-,5,ISC,mb,4.1,5,ISC,-
10974,2008-01-17 05:25:11,0, ,34.4120,26.5272,11.40,-,5,ISC,mb,4.0,5,ISC,-
10973,2008-01-15 07:44:26,0, ,38.8829,26.0109,7.80,-,5,ISC,mb,4.2,5,ISC,-
10972,2008-01-14 02:06:27,0, ,40.5500,34.7600,7.00,-,6,Kalafat ve Di?.2011,Ml,4.3,6,Kalafat ve Di?.2011,-
10970,2008-01-12 15:06:45,0, ,38.8720,26.0740,15.00,-,41,EHB,mb,4.6,5,ISC,-
10969,2008-01-10 17:52:30,0, ,37.9046,28.8000,8.90,-,5,ISC,mb,4.2,14,NEIC,-
10968,2008-01-08 15:57:38,0, ,36.9286,29.2359,10.00,-,8,EMSC-CSEM,Ml,4.3,8,EMSC-CSEM,-
10967,2008-01-07 18:26:37,0, ,39.4479,33.0633,10.00,-,5,ISC,Ml,4.1,7,AFAD-DDA,-
10965,2008-01-06 23:06:33,0, ,35.8200,26.4400,17.00,-,8,EMSC-CSEM,Md,4.1,8,EMSC-CSEM,-
10964,2008-01-06 00:01:30,0, ,42.7873,46.3997,4.30,-,5,ISC,mb,4.2,12,MOS,-
10963,2008-01-05 05:11:01,0, ,38.5900,26.9837,8.90,-,5,ISC,Ml,4.5,32,THE,-
10962,2008-01-04 05:03:13,0, ,39.3700,33.1700,5.00,-,6,Kalafat ve Di?.2011,Ml,4.0,6,Kalafat ve Di?.2011,-
10961,2008-01-01 00:21:43,0, ,37.5333,35.7701,4.80,-,5,ISC,mb,4.1,14,NEIC,-
10960,2007-12-31 10:40:08,0, ,38.3500,25.8500,10.00,-,6,Kalafat ve Di?.2011,Ml,4.1,6,Kalafat ve Di?.2011,-
10959,2007-12-29 14:05:49,0, ,40.0000,38.9500,10.00,-,6,Kalafat ve Di?.2011,Ml,4.0,6,Kalafat ve Di?.2011,-
10958,2007-12-28 23:18:21,0, ,43.0070,41.0650,3.50,-,5,ISC,mb,4.0,12,MOS,-
10957,2007-12-28 21:14:15,0, ,39.5210,25.9650,13.00,-,41,EHB,mb,4.5,5,ISC,-
10956,2007-12-28 10:34:55,0, ,36.9135,29.2433,12.90,-,5,ISC,mb,4.0,14,NEIC,-
10955,2007-12-27 17:56:14,0, ,39.4255,33.1186,10.00,-,8,EMSC-CSEM,Md,4.2,8,EMSC-CSEM,-
10954,2007-12-27 13:48:00,0, ,39.4370,33.1350,10.00,-,41,EHB,mb,4.7,5,ISC,-
10953,2007-12-27 13:45:23,0, ,43.2449,46.7599,7.70,-,5,ISC,mb,4.2,12,MOS,-
10952,2007-12-27 07:47:01,0, ,39.4800,33.0100,9.00,-,6,Kalafat ve Di?.2011,Ml,4.2,6,Kalafat ve Di?.2011,-
10951,2007-12-26 23:47:11,0, ,39.4240,33.1100,14.60,-,41,EHB,Mw,5.6,10,HRVD-GCMT,-
10950,2007-12-23 23:55:10,0, ,37.5224,35.7601,10.00,-,8,EMSC-CSEM,Ml,4.1,8,EMSC-CSEM,-
10949,2007-12-20 10:10:39,0, ,39.3352,33.1325,7.03,-,7,AFAD-DDA,Ml,4.6,7,AFAD-DDA,-
10948,2007-12-20 09:56:34,0, ,39.4100,33.0700,10.00,-,6,Kalafat ve Di?.2011,Ml,4.1,6,Kalafat ve Di?.2011,-
10947,2007-12-20 09:48:30,0, ,39.4110,33.1560,13.20,-,41,EHB,Mw,5.7,10,HRVD-GCMT,-
10946,2007-12-18 14:45:51,0, ,34.3391,25.6560,49.30,-,8,EMSC-CSEM,Mw,4.0,8,EMSC-CSEM,-
10944,2007-12-16 03:35:14,0, ,39.4273,26.2937,24.89,-,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA,-
10943,2007-12-14 21:56:03,0, ,37.2550,47.6330,15.00,-,41,EHB,mb,4.4,5,ISC,-
10942,2007-12-14 00:33:17,0, ,34.6412,24.0206,30.80,-,5,ISC,mb,4.0,5,ISC,-
10941,2007-12-13 18:06:22,0, ,38.8260,33.0700,12.00,-,41,EHB,Mw,4.9,10,HRVD-GCMT,-
10940,2007-12-12 00:28:40,0, ,42.9622,41.1615,10.00,*,5,ISC,mb,4.0,12,MOS,-
10939,2007-12-11 18:21:31,0, ,34.8221,23.1914,46.30,-,5,ISC,mb,4.3,5,ISC,-
10938,2007-12-10 21:50:06,0, ,38.7812,27.7420,21.43,-,7,AFAD-DDA,Md,4.0,7,AFAD-DDA,-
10937,2007-12-09 20:29:48,0, ,36.9640,29.2920,20.00,-,41,EHB,mb,4.3,5,ISC,-
10936,2007-12-07 12:57:27,0, ,36.3085,27.9081,81.70,-,5,ISC,mb,4.1,14,NEIC,-
10935,2007-12-04 14:34:34,0, ,43.3617,43.4624,15.00,-,5,ISC,mb,4.2,12,MOS,-
10934,2007-12-04 02:17:04,0, ,42.5624,43.5143,3.70,-,5,ISC,mb,4.2,12,MOS,-
10933,2007-12-02 20:21:52,0, ,36.9490,29.3210,27.40,-,41,EHB,mb,4.6,5,ISC,-
10932,2007-12-01 18:45:11,0, ,38.1784,46.4608,10.00,-,5,ISC,mb,4.2,5,ISC,-
10931,2007-12-01 11:04:30,0, ,41.7470,46.9290,18.00,-,12,MOS,mb,4.2,12,MOS,-
10930,2007-12-01 08:50:00,0, ,43.8960,46.4100,37.00,-,12,MOS,mb,4.3,12,MOS,-
10928,2007-11-30 01:48:57,0, ,42.5757,43.4941,1.70,-,5,ISC,mb,4.2,12,MOS,-
10925,2007-11-19 09:22:15,0, ,36.4845,26.9787,134.70,-,5,ISC,mb,4.0,5,ISC,-
10924,2007-11-18 10:48:24,0, ,38.9600,29.8400,6.00,-,6,Kalafat ve Di?.2011,Ml,4.1,6,Kalafat ve Di?.2011,-
10923,2007-11-16 15:17:36,0, ,34.6147,24.3881,62.60,-,5,ISC,mb,4.0,5,ISC,-
10922,2007-11-16 09:08:26,0, ,36.9090,29.3830,20.00,-,41,EHB,Mw,5.1,10,HRVD-GCMT,-
10921,2007-11-15 23:26:47,0, ,36.3577,29.5703,55.60,-,5,ISC,mb,4.1,12,MOS,-
10920,2007-11-15 04:11:11,0, ,39.0540,41.9780,4.02,-,7,AFAD-DDA,Ml,4.0,7,AFAD-DDA,-
10919,2007-11-12 21:11:32,0, ,38.7300,25.3600,15.00,-,6,Kalafat ve Di?.2011,Ml,4.0,6,Kalafat ve Di?.2011,-
10918,2007-11-12 15:02:11,0, ,36.9730,29.2670,10.00,-,41,EHB,mb,4.5,5,ISC,-
10917,2007-11-11 23:17:21,0, ,44.1500,42.2900,8.00,-,12,MOS,mb,4.0,12,MOS,-
10916,2007-11-11 20:09:43,0, ,38.7300,25.4400,7.00,-,6,Kalafat ve Di?.2011,Ml,4.0,6,Kalafat ve Di?.2011,-
10915,2007-11-11 03:23:29,0, ,38.2512,26.5190,9.12,-,5,ISC,Ml,4.2,6,Kalafat ve Di?.2011,-
10914,2007-11-10 11:28:26,0, ,38.7200,25.3900,18.00,-,6,Kalafat ve Di?.2011,mb,4.0,6,Kalafat ve Di?.2011,-
10913,2007-11-09 09:08:53,0, ,37.2200,44.8640,10.00,*,41,EHB,mb,4.6,5,ISC,-
10912,2007-11-09 07:11:56,0, ,38.7470,25.7700,10.00,-,41,EHB,Mw,4.9,10,HRVD-GCMT,-
10911,2007-11-09 07:07:37,0, ,38.7620,25.7670,10.00,-,41,EHB,mb,4.7,5,ISC,-
10910,2007-11-09 01:43:04,0, ,38.7670,25.7020,10.00,-,41,EHB,Mw,5.2,10,HRVD-GCMT,-
10909,2007-11-07 05:29:49,0, ,34.5980,27.3390,40.00,-,41,EHB,mb,4.3,5,ISC,-
10908,2007-11-05 10:02:44,0, ,42.5113,43.9686,10.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
10907,2007-11-04 20:56:17,0, ,35.1144,26.2048,46.30,-,5,ISC,mb,4.0,5,ISC,-
10906,2007-10-31 17:58:03,0, ,36.8980,29.3920,20.00,-,41,EHB,mb,4.4,5,ISC,-
10905,2007-10-30 11:35:11,0, ,42.8698,46.3022,1.70,-,5,ISC,mb,4.2,12,MOS,-
10904,2007-10-29 19:41:43,0, ,36.8720,29.3680,20.00,-,41,EHB,mb,4.5,5,ISC,-
10903,2007-10-29 09:23:17,0, ,36.9080,29.3420,20.00,-,41,EHB,Mw,5.3,10,HRVD-GCMT,-
10902,2007-10-29 00:36:19,0, ,42.6360,46.7660,13.00,-,12,MOS,mb,4.0,12,MOS,-
10901,2007-10-28 22:00:46,0, ,39.0800,41.0900,4.00,-,6,Kalafat ve Di?.2011,mb,4.2,6,Kalafat ve Di?.2011,-
10900,2007-10-28 17:40:42,0, ,35.0438,27.0466,18.70,-,5,ISC,Ml,4.3,15,ATH,-
10899,2007-10-28 12:03:17,0, ,35.1240,27.0810,21.30,-,41,EHB,mb,4.5,5,ISC,-
10898,2007-10-27 04:02:23,0, ,39.3280,40.8290,3.40,-,41,EHB,mb,4.3,5,ISC,-
10897,2007-10-25 05:02:04,0, ,39.3348,27.7441,8.20,-,5,ISC,Ml,4.2,15,ATH,-
10896,2007-10-25 02:26:16,0, ,34.6058,25.0533,5.60,-,5,ISC,Ml,4.0,15,ATH,-
10895,2007-10-24 11:04:42,0, ,34.9570,23.5410,50.00,-,41,EHB,mb,4.4,5,ISC,-
10893,2007-10-22 20:10:14,0, ,43.0770,46.2090,81.90,-,41,EHB,mb,4.3,5,ISC,-
10892,2007-10-21 11:04:26,0, ,40.3605,25.8381,10.00,-,8,EMSC-CSEM,Ml,4.0,8,EMSC-CSEM,-
10890,2007-10-18 02:03:15,0, ,39.9166,41.8377,10.00,-,5,ISC,mb,4.2,14,NEIC,-
10889,2007-10-16 22:20:43,0, ,37.5617,44.5682,5.00,-,5,ISC,mb,4.1,5,ISC,-
10888,2007-10-14 09:18:10,0, ,34.4090,26.5940,18.00,-,41,EHB,mb,4.6,5,ISC,-
10887,2007-10-13 21:07:51,0, ,35.7920,27.5230,19.20,-,41,EHB,mb,4.0,5,ISC,-
10886,2007-10-12 19:43:41,0, ,41.1957,43.9683,10.00,*,5,ISC,mb,4.0,12,MOS,-
10885,2007-10-12 03:02:36,0, ,39.1475,24.1500,3.70,-,8,EMSC-CSEM,Ml,4.2,8,EMSC-CSEM,-
10884,2007-10-10 21:27:50,0, ,36.6320,27.9770,89.60,-,41,EHB,mb,4.4,5,ISC,-
10883,2007-10-09 00:31:40,0, ,35.1771,27.0243,1.50,-,8,EMSC-CSEM,Ml,4.3,8,EMSC-CSEM,-
10882,2007-10-07 11:00:32,0, ,42.6150,46.9250,10.00,-,12,MOS,mb,4.0,12,MOS,-
10881,2007-10-06 07:15:36,0, ,42.6690,47.4420,9.00,-,5,ISC,mb,4.4,12,MOS,-
10880,2007-10-06 04:36:55,0, ,39.4508,40.6807,10.00,*,5,ISC,mb,4.1,5,ISC,-
10879,2007-10-06 04:30:19,0, ,34.5410,26.9900,40.00,-,41,EHB,mb,4.1,5,ISC,-
10878,2007-10-05 23:17:54,0, ,44.9330,37.1760,10.00,-,41,EHB,mb,4.4,5,ISC,-
10877,2007-10-05 02:24:25,0, ,37.7101,24.0263,187.20,-,5,ISC,mb,4.2,14,NEIC,-
10876,2007-10-01 13:24:06,0, ,42.6474,47.1065,10.00,-,8,EMSC-CSEM,mb,4.0,8,EMSC-CSEM,-
10875,2007-10-01 10:11:39,0, ,38.8783,24.4575,10.00,-,8,EMSC-CSEM,Ml,4.3,8,EMSC-CSEM,-
10874,2007-09-30 19:00:51,0, ,38.9193,24.4574,2.60,-,5,ISC,mb,4.1,5,ISC,-
10873,2007-09-29 22:35:10,0, ,39.7439,27.7464,3.50,-,5,ISC,Md,4.0,15,ATH,-
10872,2007-09-29 12:46:19,0, ,44.2490,42.3690,9.00,-,12,MOS,mb,4.0,12,MOS,-
10871,2007-09-29 01:30:26,0, ,43.7002,45.6293,9.70,-,5,ISC,mb,4.1,12,MOS,-
10870,2007-09-29 00:59:14,0, ,36.3771,40.9199,2.00,-,8,EMSC-CSEM,Md,4.0,8,EMSC-CSEM,-
10869,2007-09-28 23:33:17,0, ,35.2486,27.0214,6.10,-,5,ISC,mb,4.1,14,NEIC,-
10868,2007-09-25 18:59:58,0, ,42.7000,46.8400,19.00,-,8,EMSC-CSEM,mb,4.0,8,EMSC-CSEM,-
10867,2007-09-25 00:29:26,0, ,41.7600,45.6700,9.00,-,8,EMSC-CSEM,mb,4.6,8,EMSC-CSEM,-
10866,2007-09-24 22:50:54,0, ,37.6632,43.8061,2.00,-,8,EMSC-CSEM,Ml,4.0,8,EMSC-CSEM,-
10865,2007-09-24 18:12:31,0, ,34.8210,23.3910,30.00,-,41,EHB,Ml,4.6,15,ATH,-
10864,2007-09-23 22:25:59,0, ,43.3210,45.8440,19.00,-,8,EMSC-CSEM,mb,4.4,8,EMSC-CSEM,-
10863,2007-09-23 00:54:30,0, ,35.1750,27.0820,14.60,-,41,EHB,Mw,5.3,10,HRVD-GCMT,-
10862,2007-09-22 20:04:52,0, ,35.0800,27.0680,15.00,-,41,EHB,mb,4.6,5,ISC,-
10861,2007-09-21 10:21:19,0, ,37.2880,44.2870,12.10,-,41,EHB,mb,4.5,5,ISC,-
10860,2007-09-21 09:49:25,0, ,37.3231,44.3896,10.00,-,5,ISC,mb,4.1,5,ISC,-
10859,2007-09-20 16:56:08,0, ,35.8670,28.9320,50.00,-,41,EHB,Md,4.1,15,ATH,-
10858,2007-09-20 06:18:52,0, ,39.2200,29.4200,5.00,-,6,Kalafat ve Di?.2011,mb,4.0,6,Kalafat ve Di?.2011,-
10857,2007-09-19 17:25:44,0, ,42.8010,46.3060,9.00,-,8,EMSC-CSEM,mb,4.1,8,EMSC-CSEM,-
10856,2007-09-19 16:57:53,0, ,40.3440,46.8390,29.60,-,41,EHB,mb,4.0,5,ISC,-
10855,2007-09-18 20:53:32,0, ,35.4660,44.6480,43.40,-,41,EHB,mb,4.4,5,ISC,-
10854,2007-09-18 17:46:52,0, ,43.3647,45.9944,4.70,-,5,ISC,mb,4.2,12,MOS,-
10853,2007-09-16 05:20:00,0, ,38.1002,46.3434,2.00,-,8,EMSC-CSEM,Ml,4.4,8,EMSC-CSEM,-
10852,2007-09-15 23:28:49,0, ,37.7920,36.9200,10.80,-,41,EHB,mb,4.3,5,ISC,-
10851,2007-09-15 05:26:53,0, ,37.8090,36.9960,8.50,-,41,EHB,mb,4.5,5,ISC,-
10849,2007-09-11 01:01:33,0, ,42.5099,43.3285,4.70,-,5,ISC,mb,4.2,12,MOS,-
10848,2007-09-09 05:43:04,0, ,38.7715,26.3399,12.40,-,5,ISC,Ml,4.1,32,THE,-
10847,2007-09-09 05:14:58,0, ,38.8060,26.4400,10.10,-,41,EHB,mb,4.2,5,ISC,-
10846,2007-09-03 07:37:51,0, ,37.3405,26.7655,5.90,-,5,ISC,Ml,4.0,32,THE,-
10845,2007-09-01 15:26:06,0, ,43.3420,45.2340,28.00,-,8,EMSC-CSEM,mb,4.0,8,EMSC-CSEM,-
10844,2007-09-01 11:36:34,0, ,42.9249,44.0127,11.90,-,5,ISC,mb,4.3,12,MOS,-
10843,2007-08-31 20:52:43,0, ,36.6390,26.2740,20.00,-,41,EHB,Mw,5.2,10,HRVD-GCMT,-
10842,2007-08-31 04:41:46,0, ,41.1488,42.9177,40.00,-,8,EMSC-CSEM,mb,4.0,8,EMSC-CSEM,-
10841,2007-08-28 19:55:20,0, ,34.8620,33.5150,11.20,-,41,EHB,mb,4.2,5,ISC,-
10840,2007-08-28 12:44:49,0, ,40.3600,25.8600,10.00,-,6,Kalafat ve Di?.2011,mb,4.0,6,Kalafat ve Di?.2011,-
10839,2007-08-28 04:35:36,0, ,38.3624,23.5854,1.30,-,5,ISC,mb,4.2,14,NEIC,-
10838,2007-08-27 18:51:47,0, ,42.9255,44.9689,4.70,-,5,ISC,mb,4.1,12,MOS,-
10837,2007-08-27 09:03:36,0, ,43.0504,44.2150,4.80,-,5,ISC,mb,4.2,12,MOS,-
10836,2007-08-26 20:46:11,0, ,38.1500,42.5425,10.00,-,5,ISC,mb,4.0,14,NEIC,-
10835,2007-08-26 15:30:57,0, ,43.0680,45.1480,18.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
10834,2007-08-25 22:05:49,0, ,39.2480,41.1220,12.50,-,41,EHB,Mw,5.3,10,HRVD-GCMT,-
10833,2007-08-25 12:47:54,0, ,36.2800,40.9000,3.00,-,6,Kalafat ve Di?.2011,Ml,4.1,6,Kalafat ve Di?.2011,-
10832,2007-08-24 02:53:12,0, ,38.1493,37.4507,1.20,-,5,ISC,mb,4.3,5,ISC,-
10831,2007-08-17 02:08:49,0, ,42.4382,45.1471,5.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
10830,2007-08-14 23:49:25,0, ,43.3290,47.3349,2.00,-,8,EMSC-CSEM,mb,4.6,8,EMSC-CSEM,-
10829,2007-08-14 16:17:27,0, ,43.0465,47.3403,10.00,-,5,ISC,mb,4.5,12,MOS,-
10828,2007-08-14 11:25:18,0, ,34.7550,25.8738,4.30,-,5,ISC,mb,4.0,5,ISC,-
10827,2007-08-13 09:18:19,0, ,34.8960,24.6556,2.00,-,8,EMSC-CSEM,Ml,4.0,8,EMSC-CSEM,-
10826,2007-08-11 21:21:55,0, ,43.7755,46.0927,6.40,-,5,ISC,mb,4.4,12,MOS,-
10825,2007-08-11 20:43:15,0, ,43.7815,41.3427,10.00,-,5,ISC,mb,4.1,12,MOS,-
10824,2007-08-11 07:16:35,0, ,42.5821,46.1876,4.50,-,5,ISC,mb,4.1,12,MOS,-
10823,2007-08-11 07:13:55,0, ,42.5735,45.9767,15.00,-,8,EMSC-CSEM,mb,4.4,8,EMSC-CSEM,-
10822,2007-08-10 10:45:16,0, ,35.3175,24.2783,4.70,-,5,ISC,mb,4.0,5,ISC,-
10821,2007-08-08 21:29:00,0, ,34.5310,25.2560,35.00,-,41,EHB,mb,4.2,5,ISC,-
10820,2007-08-06 19:35:23,0, ,39.5380,38.5208,7.00,-,7,AFAD-DDA,Ml,4.1,7,AFAD-DDA,-
10819,2007-08-06 05:26:08,0, ,35.9810,31.4390,63.40,-,41,EHB,mb,4.1,12,MOS,-
10818,2007-08-05 23:10:56,0, ,42.8170,46.3660,3.40,-,41,EHB,mb,4.2,5,ISC,-
10817,2007-08-05 10:52:06,0, ,43.4658,45.8233,120.30,-,5,ISC,mb,4.4,12,MOS,-
10816,2007-07-29 07:41:49,0, ,42.6430,47.9500,12.00,-,12,MOS,mb,4.0,12,MOS,-
10815,2007-07-26 16:07:07,0, ,38.7946,32.5796,10.00,*,5,ISC,mb,4.2,14,NEIC,-
10814,2007-07-26 09:28:18,0, ,34.9682,33.1345,59.20,-,5,ISC,mb,4.3,5,ISC,-
10813,2007-07-24 19:31:26,0, ,41.2041,43.7557,10.00,-,5,ISC,mb,4.1,5,ISC,-
10812,2007-07-20 19:40:32,0, ,42.4699,43.3665,2.00,-,8,EMSC-CSEM,mb,4.2,8,EMSC-CSEM,-
10811,2007-07-19 04:55:45,0, ,43.0644,47.6968,10.00,-,5,ISC,mb,4.5,12,MOS,-
