unit_id,golden,unit_state,trusted_judgments,last_judgment_at,category,category_confidence,category_gold,id,screenname,text
662822710,false,finalized,3,2015-02-18T12:47:00,Information,0.6735,,4492805637,barclayswealth,RT @BarclaysStock: developing economies' growth was recognised at the G20 but is enough being done to boost recovery? http://bit.ly/OaYh7
662822737,false,finalized,3,2015-02-18T12:35:00,Action,1,,459452000000000000,Citi,"#Citi issues 2013 Global Citizenship Report. Read More: http://t.co/91ZQGFeZO9 #CitiSustainability"
662822738,false,finalized,3,2015-02-18T09:28:00,Action,1,,459351000000000000,Citi,"#Citi's $50bn Climate Change Initiative has surpassed goal &amp  reached $53.85 billion! Read More: http://t.co/5ws5gECKsG #CitiSustainability"
662822739,false,finalized,3,2015-02-18T06:53:00,Information,1,,459061000000000000,Citi,"#Citi is proud to announce that we've reached our 10yr/$50bn Climate Change Initiative 3yrs early http://t.co/5ws5gECKsG #CitiSustainability"
662822740,false,finalized,3,2015-02-18T12:24:00,Information,0.6675,,458971000000000000,Citi,"Social media, how much is too much? Advice from entrepreneurs on finding balance:  http://t.co/5iFW5oz1xz Via @YEC"
662822741,false,finalized,3,2015-02-18T04:35:00,Information,1,,458670000000000000,Citi,"Happy #EarthDay! #Citi's Green Teams act as ambassadors for environmental initiatives #CitiSustainability http://t.co/RqHSQtBWmD"
662822742,false,finalized,3,2015-02-18T06:52:00,Information,1,,458620000000000000,Citi," We still have more to do, but the foundation for future success has been built.   #Citi's CEO Corbat at Annual Mtg. http://t.co/Sv2Ng2mlKL"
662822743,false,finalized,3,2015-02-18T04:34:00,Action,1,,458359000000000000,Citi,"Reminder: tomorrow is #EarthDay! Check back to find out how #Citi is supporting environmental sustainability. #CitiSustainability"
662822744,false,finalized,3,2015-02-18T10:25:00,Action,1,,458248000000000000,Citi,"Need an office makeover? 8 #tips for designing a collaborative &amp  productive space. http://t.co/qIk1Qo5WlJ Via @YEC"
662822745,false,finalized,3,2015-02-18T06:54:00,Action,1,,457923000000000000,Citi,"#EarthDay is next week! Check back to find out more about #CitiSustainability initiatives."
662822746,false,finalized,3,2015-02-18T11:57:00,Information,1,,457248000000000000,Citi,"3,046 #Citi facilities around the globe participated in #earthhour this year! #CitiSustainability http://t.co/MyXuth2Rn1"
662822747,false,finalized,3,2015-02-18T13:48:00,Action,0.6557,,456889000000000000,Citi,"Helping #women succeed: Loreto Garcia Muriel talks about the benefit of the Banamex Financial Education program http://t.co/fIDy60wMbZ"
662822748,false,finalized,3,2015-02-18T13:21:00,Information,1,,456787000000000000,Citi,"#DidYouKnow: The #NYC #Tech ecosystem is responsible for 541,000 direct, indirect &amp  induced jobs #nyctecheconomy http://t.co/AG1HcCPxoB"
662822749,false,finalized,3,2015-02-18T06:53:00,Information,1,,456525000000000000,Citi,"Platform to Employment, an innovative approach to tackling long-term unemployment, launches in Tampa http://t.co/uHR9Emocfe @TheWorkPlace_CT"
662822750,false,finalized,3,2015-02-18T13:44:00,Information,1,,456449000000000000,Citi,"#Citi�۪s @BobAnnibaleCiti &amp  Craig Keys��on the importance of small businesses in the communities they serve: http://t.co/3cMj3167HM"
662822751,false,finalized,3,2015-02-18T13:41:00,Action,1,,456107000000000000,Citi,"7 Must-Read Articles to Put Your Kids on the Right Financial Path from #Citi�۪s @lindadescano  @WomenandCo  #TCTS2014 http://t.co/xgtisdQaNd"
662822752,false,finalized,3,2015-02-18T13:54:00,Action,1,,456061000000000000,Citi,"Education &amp  workforce development programs are key to the continued growth of the #nyctecheconomy. Read More:  http://t.co/bT4EvWlrik"
662822753,false,finalized,3,2015-02-18T12:40:00,Action,1,,455461000000000000,Citi,"For the latest Investor Relations news right in your e-mail inbox, sign up for our Citi News Alerts: http://t.co/Dq1SrKQLNn"
662822754,false,finalized,3,2015-02-18T06:50:00,Action,1,,454719000000000000,Citi,"How can strong cross-industry networks enable #innovation in #financialinclusion?  WATCH: http://t.co/tOG4NAO5A4 #cfsi10 @BobAnnibaleCiti"
662822755,false,finalized,3,2015-02-18T13:31:00,Information,1,,454707000000000000,Citi,"#Citi is excited to have collaborated on the WHEEL platform, supporting investment in energy #efficiency @ACEEEdc http://t.co/xlqlnRzSEO"
662822756,false,finalized,3,2015-02-18T13:10:00,Information,1,,454671000000000000,Citi,"KickStart raises #African farmers out of poverty with #sustainabletechnology, not aid: http://t.co/AYe1G86Bpq #progressmakers"
662822757,false,finalized,3,2015-02-18T08:36:00,Information,1,,453964000000000000,Citi,"Innovative home #energy efficiency loan financing platform we collaborated on will benefit U.S. homeowners! http://t.co/fpCkapG8fI"
662822758,false,finalized,3,2015-02-18T12:42:00,Exclude,0.3366,,453899000000000000,Citi,"Don't compete. Collaborate. #BestCareerAdvice #success http://t.co/KfupPqHNLq"
662822759,false,finalized,3,2015-02-18T10:30:00,Information,1,,453880000000000000,Citi,"Workers in the #nyc tech ecosystem earn hourly wages that are 49% higher than the average. #nyctecheconomy http://t.co/bT4EvWlrik"
662822760,false,finalized,3,2015-02-18T13:10:00,Information,1,,453697000000000000,Citi,"���#Citi and Graham Windham share a mission and a 200yr history of strengthening communities.�۝@edskyler  @GrahamWindham http://t.co/3pH1HusPpi"
662822761,false,finalized,3,2015-02-18T07:06:00,Information,1,,453665000000000000,Citi,"#Citi is proud to support the work of @GrahamWindham  and their diverse programs helping children in need in #NYC http://t.co/NCGBTxSqmQ"
662822762,false,finalized,3,2015-02-18T10:24:00,Action,0.6763,,452903000000000000,Citi,"#Secrets to #networking success from @lindadescano http://t.co/htfFieZRtl"
662822763,false,finalized,3,2015-02-18T11:45:00,Information,1,,452109000000000000,Citi,"#DidYouKnow, 7% of workers in #NYC are in a #tech job? #nyctecheconomy http://t.co/bT4EvWlrik"
662822764,false,finalized,3,2015-02-18T08:52:00,Information,1,,451755000000000000,Citi,"The #NYC economy is made up of 4.27m workers, including the self-employed #nyctecheconomy http://t.co/bT4EvWlrik http://t.co/MGJy8Ir5iw"
662822765,false,finalized,3,2015-02-18T12:05:00,Information,1,,451472000000000000,Citi,"#Citi receives 2014 Community Reinvestment Award for Texas college savings program w/ @RAISETexas http://t.co/IRp11td4JQ"
662822766,false,finalized,3,2015-02-18T12:16:00,Action,1,,451004000000000000,Citi,"6 #tips for Successfully Managing a Remote Project: http://t.co/MSvMC0pDHW Via @YEC"
662822767,false,finalized,3,2015-02-18T11:38:00,Information,1,,450636000000000000,Citi,"Pathways to Progress: #Citi Foundation initiative to improve #career readiness for 100,000 youth http://t.co/3eZ7dFHfhL"
662822768,false,finalized,3,2015-02-18T04:37:00,Information,1,,450634000000000000,Citi,"#Citi Foundation partners with big city mayors &amp  nonprofits to connect 100K U.S. youth w/ career opportunities http://t.co/dAhJq6Yw1t"
662822769,false,finalized,3,2015-02-18T03:57:00,Information,0.6496,,448890000000000000,Citi,Continue to grow your professional support network with these four distinct types of business mentors. http://t.co/v6xblBgJi2 @YEC
662822770,false,finalized,3,2015-02-18T09:39:00,Information,1,,448146000000000000,Citi,"New agreements align @opicgov &amp  #Citi &amp  strengthen partnership, sharing credit risk for financing overseas projects http://t.co/NQuDq96Jnl"
662822771,false,finalized,3,2015-02-18T04:36:00,Information,1,,448027000000000000,Citi,"Valentin Marinov, #Citi chief G10 FX strategist, will be on Business News Network at 11:45 GMT to discuss the #G10 #FX trading ranges @BNN"
662822772,false,finalized,3,2015-02-18T04:44:00,Information,1,,446772000000000000,Citi,"#Citi LinkedIn Connect Group recognized as successful network for career &amp  #finance content http://t.co/fSWAYHiM1E via @techcrunch"
662822773,false,finalized,3,2015-02-18T12:44:00,Information,1,,446302000000000000,Citi,"Carolanne Minashi, #Citi Head of Diversity in EMEA, says agile working can help break long-hours culture in banks: http://t.co/yKbt29IatK"
662822774,false,finalized,3,2015-02-18T11:21:00,Information,1,,445632000000000000,Citi,"Citi receives US President's Volunteer Service Award from @JA_USA for 15,000+ employee #volunteer hrs given in 2013 http://t.co/NoesFwvlXc"
662822775,false,finalized,3,2015-02-18T05:26:00,Action,0.6639,,445322000000000000,Citi,"#TED2014 kicks off in Vancouver on Mar 17, and #Citi is a sponsor.  What�۪s one of your favorite #TEDTalks? http://t.co/HqOuyX5cup"
662822776,false,finalized,3,2015-02-18T13:10:00,Information,1,,444495000000000000,Citi,"#Citi Foundation + @Living_Cities launch City Accelerator program to foster urban #innovation http://t.co/Ay46uy0I36 #citiforcities"
662822777,false,finalized,3,2015-02-18T11:12:00,Information,1,,443794000000000000,Citi,"Tech is transforming our daily lives. Cities that balance human ingenuity w/ power of #tech will be most competitive #NCS2014 #CitiforCities"
662822778,false,finalized,3,2015-02-18T13:54:00,Information,0.6626,,443789000000000000,Citi,"Providing entrepreneurs with free micro-biz training can reap benefits, like program with @NYCWorkforce1 &amp  @Etsy #NCS2014 #CitiforCities"
662822779,false,finalized,3,2015-02-18T08:43:00,Information,1,,443788000000000000,Citi,"Top cities have technological infrastructure, but also the human capital necessary for urban competiveness: http://t.co/GEPEsC61zK #NCS2014"
662822780,false,finalized,3,2015-02-18T12:44:00,Information,1,,443788000000000000,Citi,"Good civic decisions are based on data + human experience &amp  expertise. #NCS2014 #CitiforCities"
662822781,false,finalized,3,2015-02-18T06:46:00,Information,1,,443787000000000000,Citi,"Cities are about people &amp  communities. Data is a resource to make cities run better and help bring people together. #NCS2014 #CitiforCities"
662822782,false,finalized,3,2015-02-18T09:16:00,Information,1,,443785000000000000,Citi,"In #Mumbai, tech solutions have reduced cash handling, meaning more transparency &amp  less risk: http://t.co/hHWWCtK0Vd #NCS2014 #CitiforCities"
662822783,false,finalized,3,2015-02-18T09:03:00,Information,1,,443783000000000000,Citi,"Simple, but effective #tech like prepaid cards saved #MiamiDade Public Housing &amp  Community Dev. over $130k: http://t.co/ne5LOqjQfe #NCS2014"
662822784,false,finalized,3,2015-02-18T08:39:00,Action,1,,443781000000000000,Citi,"Tech is necessary but can�۪t replace the spirit of people in communities. For example, see #Copenhagen: http://t.co/N2eYy5mXGJ #NCS2014"
662822785,false,finalized,3,2015-02-18T05:13:00,Information,1,,440951000000000000,Citi,"#BestCareerAdvice: Champion and celebrate other women at work. - @CarleyRoney, Co-founder XO Group #WomensDay http://t.co/yLVDZ48ozX"
662822786,false,finalized,3,2015-02-18T13:40:00,Information,1,,440902000000000000,Citi,"Pursuing #WorkLifeBalance: How a pivotal moment with her son led Christine Lam from #Citi to change. http://t.co/SResVqtuUv #WomensDay"
662822787,false,finalized,3,2015-02-18T12:01:00,Action,0.6662,,440554000000000000,Citi,"We're kicking off #WomensDay with #Citi leader Suni Harford's pivot point as a #workingmom. Read her story: http://t.co/0nqOYJifeP"
662822788,false,finalized,3,2015-02-18T04:38:00,Action,1,,439483000000000000,Citi,"Our @LinkedIn Connect #ProfWomen Network topped 250k members ��� Join @lindadescano on 3/5 in NYC to celebrate! RSVP: http://t.co/KaEPQQaUJM"
662822789,false,finalized,3,2015-02-18T04:31:00,Action,1,,438388000000000000,Citi,"Access to responsible borrowing empowers consumers to #buildcredit.  Learn more: http://t.co/i5LiV9Wb35 #Citi"
662822790,false,finalized,3,2015-02-18T13:06:00,Information,1,,438323000000000000,Citi,"���Having a phone is like having a bank right in the palm of your hand-�۝ #Citi CEO Mike Corbat giving #MWC2014 keynote http://t.co/jSs2A1KBLS"
662822791,false,finalized,3,2015-02-18T12:43:00,Information,1,,438049000000000000,Citi,"#Citi Private Bank CEO Mark Mason is proud to sponsor #Art14-bringing art from 182 galleries/42 countries 2 London: http://t.co/UmUdixb00e"
662822792,false,finalized,3,2015-02-18T12:34:00,Dialogue,1,,438006000000000000,Citi,"Congrats @OutLeadership ! - A newly launched cross-industry collaboration to champion #LGBT #diversity. http://t.co/1WzYq7b183 @ToddSears"
662822793,false,finalized,3,2015-02-18T14:25:00,Action,0.6744,,437618000000000000,Citi,"#DidYouKnow #CitiWomen comprise &gt  50% of our workforce? Visit @WomenandCo 4 tips on career, investments &amp  family http://t.co/E8ahRAjuId��"
662822794,false,finalized,3,2015-02-18T04:01:00,Action,0.6809,,436515000000000000,Citi,"For #WorkingMoms: 5 key #leadership lessons to help guide you http://t.co/E49QAVYoWt via @yec"
662822795,false,finalized,3,2015-02-18T09:40:00,Information,1,,436361000000000000,Citi,"Valentin Marinov, #Citi chief #G10 #FX strategist, will be on @CNBC at 06:15 GMT to discuss the latest developments in the major crosses"
662822796,false,finalized,3,2015-02-18T13:44:00,Information,1,,436150000000000000,Citi,"50 entrepreneurs benefit from #Citi microloan program, empowering them w/ business management skills http://t.co/DmZOobaMHE #progressmakers"
662822797,false,finalized,3,2015-02-18T13:02:00,Information,0.6602,,436124000000000000,Citi,"MT @BobAnnibaleCiti: Joint article w/Joe Carbone @TheWorkPlace_CT  Initiatives to help ease long-term #unemployment  http://t.co/KYtav3QtIy"
662822798,false,finalized,3,2015-02-18T13:37:00,Action,1,,435862000000000000,Citi,"What's the biggest mistake businesses make on #socialmedia? Read 11 of the biggest blunders http://t.co/ofbnvl2bB3 via @yec"
662822799,false,finalized,3,2015-02-18T07:01:00,Information,1,,435784000000000000,Citi,"#Citi sponsored @Art14_London Global Private Museum Summit gathers super-collectors together: http://t.co/2udUs47JUK @SpearsMagazine"
662822800,false,finalized,3,2015-02-18T09:12:00,Action,0.6647,,435101000000000000,Citi,"Get #organized: 5 steps to clean up your workspace and increase #productivity http://t.co/1J0LJ6gq79 @WomenandCo #progressmakers"
662822801,false,finalized,3,2015-02-18T04:22:00,Information,1,,434419000000000000,Citi,"#Citi�۪s Francesco Vanni d'Archirafi now Chairman of @JAWorldwide Board of Governors http://t.co/8UP5Rzj0oz"
662822802,false,finalized,3,2015-02-18T13:58:00,Information,0.6967,,433905000000000000,Citi,"Congratulations to the winners! Top UK microenterprises rewarded with �65K at national awards: http://t.co/BnXdnkd6qf #CitiCMA #CDFAawards"
662822803,false,finalized,3,2015-02-18T12:36:00,Information,1,,433315000000000000,Citi,"#Affordablehousing #successstory-how #Citi Community Capital &amp  partners redeveloped distressed units in the Bronx: http://t.co/O9NaG9GJ9l"
662822804,false,finalized,3,2015-02-18T13:06:00,Information,1,,432942000000000000,Citi,".@CitiEveryStep praised in @nytimes for giving community sport programs  unprecedented  exposure: http://t.co/435fD2OQzh #everystep"
662822805,false,finalized,3,2015-02-18T06:55:00,Action,1,,432888000000000000,Citi,"8 tips for using social media to boost the value of your business and your brand��http://t.co/FzmlFTMsNn��via��@yec��#progressmakers"
662822806,false,finalized,3,2015-02-18T13:52:00,Action,1,,432564000000000000,Citi,"#DidYouKnow a cluttered workspace can negatively effect productivity? 5 steps to get clutter-free: http://t.co/YUCwaRWUC7 @womenandco"
662822807,false,finalized,3,2015-02-18T12:45:00,Information,1,,428584000000000000,Citi,"What non-U.S. cities are seen as hubs for innovation or start-up activity? What can we learn from them? #ProgressMakers #Citi"
662822808,false,finalized,3,2015-02-18T12:50:00,Information,1,,428575000000000000,Citi,".@ZiaYusuf: @StreetlineInc is a great example of successful urban innovation! What made the project possible? #ProgressMakers"
662822809,false,finalized,3,2015-02-18T12:36:00,Information,1,,428457000000000000,Citi,"Baxter: Govt disbursement through digital money has potential for higher social impact/financial inclusion #CitiDigiMoney"
662822810,false,finalized,3,2015-02-18T12:21:00,Action,1,,423106000000000000,Citi,"#1 question after our #progressmakers TV spot: How do I get @RevolutionFoods in my kid's #school? Start here: http://t.co/zS9FxUlJCv #impinv"
662822811,false,finalized,3,2015-02-18T04:38:00,Information,0.6582,,422556000000000000,Citi,"Moment of the day: @RevolutionFoods debut during the globes! Proud 2 fuel #progressmakers quest 2 give kids #realfood http://t.co/bdaQW0J12q"
662822812,false,finalized,3,2015-02-18T03:54:00,Action,1,,422458000000000000,Citi,"Watching the globes 2nite? Don�۪t miss @RevolutionFoods TV debut ��� #progressmakers serving #healthy kid-inspired food! http://t.co/bdaQW0J12q"
662822813,false,finalized,3,2015-02-18T13:10:00,Information,1,,422120000000000000,Citi,"���Everything we do comes down to empowering people to be their best�۝ #Startup Lessons for Fast-Growing Companies: http://t.co/yQBpS6U865 @yec"
662822814,false,finalized,3,2015-02-18T13:43:00,Action,1,,420253000000000000,Citi,"How to Choose the Best #SocialMedia Platform for Your Business: http://t.co/OrhuAci0o9 #startup @yec"
662822815,false,finalized,3,2015-02-18T05:18:00,Information,1,,419120000000000000,Citi,Citi Hungary Launches Education Program ��� improving students�۪ career prospects &amp  developing livelihood skills: http://t.co/kq9qVlhyH7
662822816,false,finalized,3,2015-02-18T10:25:00,Action,1,,418788000000000000,Citi,"#Success Tip: Take a deep breath &amp  focus on the right opportunity - don't let the goal lead you blindly. http://t.co/rqYtbr09ep @womenandco"
662822817,false,finalized,3,2015-02-18T11:25:00,Information,0.6662,,407503000000000000,Citi,"#FACT: Globally, 774 MM ppl are illiterate. Help @RoomtoRead improve literacy in developing countries: http://t.co/7AdFD3PZ3C #eforeducation"
662822818,false,finalized,3,2015-02-18T11:32:00,Action,0.6663,,407193000000000000,Citi,"#Music is good for the soul - Check out Citi�۪s UK workplace choir as @GarethMalone prepares them for #TheChoir http://t.co/s278HA5d8q"
662822819,false,finalized,3,2015-02-18T13:52:00,Action,1,,407166000000000000,Citi,7 Ways to Dress to Impress w/out breaking the bank ��� Advice via Citi�۪s Work Wardrobe Style Workshop http://t.co/AjeiVd5hAc @womenandco
662822820,false,finalized,3,2015-02-18T13:00:00,Information,1,,405784000000000000,Citi,"China: Citi Supports Craftwork Development Program in Guizhou- increases rural #artisan household biz by 30-40% http://t.co/32RFNKJqSZ #APAC"
662822821,false,finalized,3,2015-02-18T06:44:00,Action,1,,405485000000000000,Citi,"Is your community impacted by crime? See how @TheCCJamaica reduced crime w/ fish farms: http://t.co/0uoWaOuX9h #FTCitiAwards #progressmakers"
662822822,false,finalized,3,2015-02-18T06:54:00,Information,0.6747,,460510000000000000,Citi,Advice on making content marketing work for your business: http://t.co/3AU4kDEWQm Via @YEC
662822823,false,finalized,3,2015-02-18T12:21:00,Action,1,,407633000000000000,Citi,"Can an app can fix a city? See how @SeeClickFix enables ppl to address problems in their community: http://t.co/7cQ496s3On #FTCitiAwards"
662822824,false,finalized,3,2015-02-18T12:48:00,Information,1,,461070000000000000,Citi,"Today #Citi Community Development, @cabinetofficeuk, City of London &amp  partners release report on #Social #Finance: http://t.co/zEbOClYA3f"
662822825,false,finalized,3,2015-02-18T05:18:00,Information,1,,460842000000000000,Citi,".@opicgov &amp  #Citi continue to strengthen partnership for development financing: http://t.co/zM20K45qQh"
662822826,false,finalized,3,2015-02-18T13:41:00,Information,1,,451390000000000000,Citi,"#Service as a Pathway to #Success: @PointsofLight &amp  #Citi will help improve career readiness thru volunteer #service http://t.co/EbCBZMSebs"
662822827,false,finalized,3,2015-02-18T03:57:00,Information,1,,451349000000000000,Citi,"The #nyc #tech ecosystem employs 291,000 people or 7% of the #NYC workforce #nyctecheconomy http://t.co/bT4EvWlrik"
662822828,false,finalized,3,2015-02-18T13:35:00,Information,0.6455,,451337000000000000,Citi,"Do you work in #tech in #nyc? New report from #Citi @Google @ABetterNY @hraadvisors @NYTM explores #nyctecheconomy http://t.co/bT4EvWlrik"
662822829,false,finalized,3,2015-02-18T11:11:00,Information,1,,442368000000000000,Citi,"Citi sponsors Philippine Travel Tour Expo. #Citi CC holders rewarded w/ perks &amp  exclusive payment plans for #travel http://t.co/jHOjbNfL3r"
662822830,false,finalized,3,2015-02-18T08:40:00,Action,0.6775,,441974000000000000,Citi,Avoid burn out at work. 6 ways to tell it's time to take a personal day http://t.co/NlmVbQG9nt @womenandco
662822831,false,finalized,3,2015-02-18T05:04:00,Action,1,,441652000000000000,Citi,Best advice for putting together employee recognition program? (Hint: Work w/  team 2 define rewards) 8 tips: http://t.co/dWehHSi9xR @yec
662822832,false,finalized,3,2015-02-18T11:27:00,Information,1,,428605000000000000,Citi,"What unique role can government play in fostering innovation through entrepreneurship? #ProgressMakers"
662822833,false,finalized,3,2015-02-18T09:14:00,Action,1,,423576000000000000,Citi,"For the latest Investor Relations news right in your e-mail inbox, sign up for our Citi News Alerts: http://t.co/Dq1SrL7OPn"
662822834,false,finalized,3,2015-02-18T11:45:00,Information,0.6662,,408283000000000000,Citi,"From teamwork to being tough, @USRowing�۪s Female Athlete of the Year shares what it takes to succeed: http://t.co/uBGFAEbTpI #progressmakers"
662822835,false,finalized,3,2015-02-18T13:13:00,Action,0.6598,,407970000000000000,Citi,"#Citi and @Liifund just funded 13 local leaders who are transforming their communities. Here�۪s how: http://t.co/DolVPuZAsc #communityQB"
662822836,false,finalized,3,2015-02-18T04:38:00,Action,0.6775,,407940000000000000,Citi,"Meet our Partners in Progress &amp  see why we call them ���community quarterbacks�۝��http://t.co/DolVPuZAsc��#CommunityQB��@Liifund��#progressmakers"
662822838,false,finalized,3,2015-02-18T13:37:00,Information,1,,461194000000000000,Citi,"#Citi is excited to be a finalist at the #EdisonAwards in the Innovative Services category for Money2 for Health! http://t.co/ot85t8lQtT"
662822839,false,finalized,3,2015-02-18T12:36:00,Information,1,,428670000000000000,Citi,"For 80 years @ApolloTheater has rocked #Harlem with #legends - proud to be a sponsor. Here's to many more! #Apollo80 http://t.co/q1VABZ9NWa"
662822840,false,finalized,3,2015-02-18T13:11:00,Information,1,,408907000000000000,Citi,"Valentin Marinov, Citi #G10 #FX strategist, will be on @CNBC at 13:45 GMT to talk likely response of G10 crosses to US non-farm payroll data"
662822841,false,finalized,3,2015-02-18T13:37:00,Information,1,,408744000000000000,Citi,"Citi joins the entire world in mourning the passing of Nelson #Mandela, a tireless champion of peace, humanity &amp  reconciliation"
662822842,false,finalized,3,2015-02-18T09:05:00,Information,1,,408672000000000000,Citi,"Citi proud to be named to #Civic50 for 2nd straight year, again recognized among most community-minded U.S. companies http://t.co/dieX2AKEAp"
662822843,false,finalized,3,2015-02-18T06:59:00,Information,0.6639,,408621000000000000,Citi,"#IVD: Thank you to 66,000+ #CitiVolunteers who gave 325,000+ hrs to local communities in June �۪13 #tbt http://t.co/fqNfTu1uzC"
662822844,false,finalized,3,2015-02-18T09:13:00,Information,1,,408535000000000000,Citi,"#Citi MD Lesley Lynn features on The Timewise Power Part Time List of senior flexible workers @FT #modernworking http://t.co/riCOcxYohl"
662822845,false,finalized,3,2015-02-18T07:01:00,Action,0.6747,,461598000000000000,Citi,"#Citi is proud to be working with @ACPUSA to provide mentoring &amp  #career development coaching to US veterans. More: http://t.co/5ywMSYWVTW"
662822846,false,finalized,3,2015-02-18T04:38:00,Action,1,,409065000000000000,Citi,"Do you have a favorite #FTCitiAwards finalist? Tune in for the Awards Gala on Dec 10th to learn who the winners are! http://t.co/8jRNO7VXVZ"
662822847,false,finalized,3,2015-02-18T09:11:00,Information,1,,409037000000000000,Citi,"���Cities need to be strong, sustainable &amp  efficient places to do biz�۝ - talks on L.A.'s #green public bldgs effort: http://t.co/KS55NiLkTr"
662822848,false,finalized,3,2015-02-18T09:37:00,Information,1,,408968000000000000,Citi,"To honor Mr. Mandela�۪s life, the Citi Foundation is contributing USD$200,000 to the Mandela Children�۪s Hospital"
662822849,false,finalized,3,2015-02-18T10:29:00,Information,1,,461873000000000000,Citi,"#Citi CEO Corbat  We need leadership &amp  a workforce that is as diverse as the broad views &amp  cultures of our clients around the world  #OOTSNY"
662822850,false,finalized,3,2015-02-18T13:13:00,Action,1,,430467000000000000,Citi,"How do banks communicate online? @WIMAccelerator co-founder, @jkhoey hosts soc. financial biz conversation. Register: http://t.co/EczHnSP8J7"
662822851,false,finalized,3,2015-02-18T13:16:00,Information,1,,430416000000000000,Citi,"Citi #Peru Launches Journalism Awards for Excellence��� recognizing articles that impact &amp  add value to the community: http://t.co/oxlazpU43N"
662822852,false,finalized,3,2015-02-18T13:56:00,Information,1,,409759000000000000,Citi,"Should CEOs act as Chief #Sustainability Officers? @BobAnnibaleCiti &amp  others talk corp. social responsibility: http://t.co/IL3XRzhPz5"
662822853,false,finalized,3,2015-02-18T03:55:00,Information,0.6496,,409438000000000000,Citi,"How do you cover company events live via #socialmedia? 9 entrepreneurs share tips that work: http://t.co/IrP8SUrVOk @yec"
662822854,false,finalized,3,2015-02-18T13:08:00,Action,1,,409374000000000000,Citi,"Does your city have abandoned houses? See how @BmoreHousing tackles this problem: http://t.co/xZMMW8kah1 #FTCitiAwards #progressmakers"
662822855,false,finalized,3,2015-02-18T13:17:00,Action,1,,409093000000000000,Citi,"Proud to sponsor @HSpecialSurgery�۪s #HSScircus this year! Learn what they do for pediatric care and help support: http://t.co/7DOVuk9Y9P"
662822856,false,finalized,3,2015-02-18T06:11:00,Action,1,,431145000000000000,Citi,"#Startup Tip: Bolster your financial health ��� This is where discipline must override passion. Learn more: http://t.co/uqrceyGvF9"
662822857,false,finalized,3,2015-02-18T09:15:00,Information,1,,426047000000000000,Citi,"#Progressmakers have big ideas &amp  we�۪re working with @Forbes to explore what drives them in the new Citi�۪sVoice http://t.co/KI2htsJJpF #Citi"
662822858,false,finalized,3,2015-02-18T12:42:00,Information,1,,409839000000000000,Citi,"Proud to be awarded ���Best Bank in China�۝ at The Asset Triple A Country Awards for 7th year in row: http://t.co/5Rpow77RcG #APAC #leadership"
662822859,false,finalized,3,2015-02-18T13:18:00,Information,0.6614,,462602000000000000,Citi,"How to stay healthy while building your startup: http://t.co/QWasfOQ3MO Via @YEC #career"
662822860,false,finalized,3,2015-02-18T13:17:00,Action,1,,410142000000000000,Citi,Citi named Best Overall Global Internet Bank for 12th consecutive year ��� Check out awards received in all categories: http://t.co/rhdQGQnmwc
662822861,false,finalized,3,2015-02-18T03:49:00,Action,1,,462980000000000000,Citi,"3 ways to make a social impact with your #startup: http://t.co/cxaMvgVT4F Via @YEC"
662822862,false,finalized,3,2015-02-18T10:34:00,Information,1,,431547000000000000,Citi,"The hard way is often the right way! A lesson U.S. Olympian @EvanLysacek learned as he started his career: http://t.co/i41myEUe64 #EveryStep"
662822863,false,finalized,3,2015-02-18T04:00:00,Information,1,,410189000000000000,Citi,"#Fashionforward: how #FTCitiAwards finalist @NPG uses the runway to help youths creatively channel energy: http://t.co/szufjsgWeT #style"
662822864,false,finalized,3,2015-02-18T13:40:00,Information,1,,463425000000000000,Citi,"#Citi &amp  healthcare leaders, w/ the help of the mainframe are moving patient payments into digital age http://t.co/ac2EDIpQHz #progressmakers"
662822865,false,finalized,3,2015-02-18T12:14:00,Action,1,,426402000000000000,Citi,"How do cities continue to deliver better social services with less resources? Read more: http://t.co/bC6HgxUcdv #USCMWinter14 #citiforcities"
662822866,false,finalized,3,2015-02-18T04:28:00,Action,1,,410590000000000000,Citi,"We are moments away from learning the names of the #FTCitiAwards winners. Stay tuned to congratulate them! http://t.co/8jRNO7VXVZ"
662822867,false,finalized,3,2015-02-18T12:05:00,Action,1,,410454000000000000,Citi,"The big moment has arrived! #FTCitiAwards winners will be announced tonight at 9PM EST! Learn more: http://t.co/gYsI2r3SYy #progressmakers"
662822868,false,finalized,3,2015-02-18T13:48:00,Information,1,,410217000000000000,Citi,"Innovative minds come together! Ed Glaeser, Prof. of Ec. @Harvard to deliver #FTCitiAwards Gala keynote tomorrow: http://t.co/ZhKGHMn0iE"
662822869,false,finalized,3,2015-02-18T12:33:00,Information,1,,463748000000000000,Citi,"#Citi Foundation is proud to support  women micro-entrepreneurs in the Dominican Republic http://t.co/I4OdnwXaMz"
662822870,false,finalized,3,2015-02-18T13:11:00,Information,1,,463692000000000000,Citi,"#Citi�۪s Money2 for Health was named a Bronze Winner at the #EdisonAwards last week in San Francisco! http://t.co/V5pSmS156h"
662822871,false,finalized,3,2015-02-18T09:17:00,Action,0.6668,,411160000000000000,Citi,"Let�۪s not forget our nation�۪s #veterans! Help their children pursue higher ed w/ @NoGrtrSacrifice &amp  #eforeducation: http://t.co/DNRLZ2s85I"
